"","X","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","binned","stars"
"320",13379,"Argentina","Ripe plum and berry aromas are wrapped in a bed of creamy, spicy, cheesy oak and related vanilla and tobacco scents. This is full and generous on the palate, but also a touch acidic. Plum, boysenberry and cherry flavors finish with spice, toast and blackened notes. Drink through 2021.","El Alto Parcel",92,100,"Mendoza Province","Luján de Cuyo",NA,"Michael Schachner","@wineschach","Doña Paula 2011 El Alto Parcel Malbec (Luján de Cuyo)","Malbec","Doña Paula","3",3
"321",5329,"US","At first this comes across as being a bit heavy, yeasty and tight. With time, however, this should be full of bramble-fruit flavors. This is a well-crafted wine, with structure and elegance that should start to show in 3–5 years.","Methode Ancienne",87,30,"California","El Dorado","Sierra Foothills","Virginie Boone","@vboone","Miraflores 2009 Methode Ancienne Syrah (El Dorado)","Syrah","Miraflores","2",1.75
"322",82137,"US","Hefty and concentrated in flavor, with a thick layered texture, this wine is made from two blocks of the famous vineyard. Mango, apple skin and substantial background oak give it a tension between sugar and spice.","Durell Vineyard",91,48,"California","Sonoma Coast","Sonoma","Virginie Boone","@vboone","Sojourn 2015 Durell Vineyard Chardonnay (Sonoma Coast)","Chardonnay","Sojourn","3",2.75
"323",48842,"US","Made entirely from this rare variety and fermented and aged in stainless steel, this is a picnic wine meant to be enjoyed without hesitation. It's a light-bodied celebration of lemon peel and chamomile that's light, dry and juicy.","Snow Vineyard",90,28,"California","Sonoma Valley","Sonoma","Virginie Boone","@vboone","Anaba 2016 Snow Vineyard Picpoul (Sonoma Valley)","Picpoul","Anaba","3",2.5
"324",67082,"Chile","Opens with floral berry aromas and standard-issue black fruit notes. The palate has moderate weight and stickiness, while the flavors of cassis, berry and rubber are smoky. Juicy and alert enough, but also dense and rich, with caramel and berry syrup on the finish.","Reserve",87,9,"Maipo Valley",NA,NA,"Michael Schachner","@wineschach","Santa Alicia 2007 Reserve Malbec (Maipo Valley)","Malbec","Santa Alicia","2",1.75
"325",108483,"Austria","What to remark on first: those hints of mellow, luscious ripeness of plum, peach and apple, or that zesty, breezy lemon acidity? Together they make a complete and contrasting picture that focuses on full fruit expression and slender but concentrated linearity.","Heiligenstein Reserve",94,NA,"Kamptal",NA,NA,"Anne Krebiehl MW","@AnneInVino","Jurtschitsch 2012 Heiligenstein Reserve Riesling (Kamptal)","Riesling","Jurtschitsch","4",3.5
"326",109772,"France","Vines planted in 1934 are behind this smooth and concentrated wine. It has red-berry crispness as well as a cool crisp texture from acidity and tannins. With aging potential, the wine is perfumed and still firm. Drink from 2019.","Vieilles Vignes",92,63,"Burgundy","Volnay",NA,"Roger Voss","@vossroger","Roche de Bellene 2014 Vieilles Vignes  (Volnay)","Pinot Noir","Roche de Bellene","3",3
"327",125951,"US","Although full-bodied and rich in texture, this wine is restrained in terms of ripeness and oak. It has good balance, a quiet blend of black cherry, clove and dark chocolate flavors and a firm, fine-grained tannins. Best after 2019.",NA,90,36,"California","Livermore Valley","Central Coast","Jim Gordon","@gordone_cellars","Cuda Ridge Wines 2014 Cabernet Franc (Livermore Valley)","Cabernet Franc","Cuda Ridge Wines","3",2.5
"328",24973,"France","A touch of passion fruit plays around the peach aromas on the nose. There is a lovely touch of smoke, too. The palate is off dry and the fruit is made richer, riper and more intense by the residual sweetness. Zesty lemony freshness acts as counterpoint. This is lovely, compact and full of fruit.","Cuvée Saint-Jacques",90,22,"Alsace","Alsace",NA,"Anne Krebiehl MW","@AnneInVino","Frédéric Mallo 2015 Cuvée Saint-Jacques Gewurztraminer (Alsace)","Gewürztraminer","Frédéric Mallo","3",2.5
"329",34889,"France","This is an intensely grassy, herby Sauvignon Blanc (100%) that is vividly fresh, with upfront fruit that has a New World character. Grapefruit, green berries, lime juice and white currants all come together. Delicious now.","La Grande Cuvée",87,12,"Bordeaux","Bordeaux Blanc",NA,"Roger Voss","@vossroger","Dourthe 2007 La Grande Cuvée  (Bordeaux Blanc)","Sauvignon Blanc","Dourthe","2",1.75
"330",6615,"South Africa","This overall good, refreshing Chard is a go-to white for everyday sipping. On the nose, citrus, apples, and fresh Chardonnay fruit leads, and on the palate, straightforward fruit is both elegant and approachable. The finish is substantial. Pair with poultry, seafood, or sip alone.","Great White Unwooded",86,10,"Western Cape",NA,NA,"Susan Kostrzewa","@suskostrzewa","Shark Trust 2007 Great White Unwooded Chardonnay (Western Cape)","Chardonnay","Shark Trust","1",1.5
"331",51582,"Italy","Using fruit sourced from old vines, Umani Ronchi flexes its creative muscle with this beautiful white wine. It is fermented in stainless steel and cement for 10 months, an elaborate process that adds softness and creaminess to the finish. It also renders enduring aromas of apricot and vanilla custard.","Casal di Serra Vecchie Vigne",90,25,"Central Italy","Verdicchio dei Castelli di Jesi Classico Superiore",NA,NA,NA,"Umani Ronchi 2009 Casal di Serra Vecchie Vigne  (Verdicchio dei Castelli di Jesi Classico Superiore)","Verdicchio","Umani Ronchi","3",2.5
"332",93227,"US","This blends fruit from Red Mountain's Force Majeure Vineyard and Boushey Vineyard. Fermented using native yeast, it shows black cherry, cola and earth, with a drying finish that's redolent of wet cement. This is complex and even delicate.","Parapine",90,35,"Washington","Yakima Valley","Columbia Valley","Paul Gregutt","@paulgwine ","Avennia 2010 Parapine Syrah (Yakima Valley)","Syrah","Avennia","3",2.5
"333",115549,"Italy","This blend of Corvina, Oseleta and Cabernet Franc delivers deeply etched tones of black fruit marmalade, red apple skin and drying minerals. The wine exhibits a deep ruby color and thick extraction to back up all those intense flavors.","Crearo della Conca d'Oro",88,27,"Veneto","Rosso del Veronese",NA,NA,NA,"Tommasi 2005 Crearo della Conca d'Oro Red (Rosso del Veronese)","Red Blend","Tommasi","2",2
"334",24281,"Italy","Anas-Cëtta is an irresistible wine for those who seek little-known, offbeat grape varieties. Made from 100% Nascetta (a native grape vinified by a handful of producers), this is a bold, powerful wine with the heft and natural alcohol to cut through cream or cheese. It brightens the palate with stone fruit and citrus flavors.","Anas-Cëtta",88,29,"Piedmont","Langhe",NA,NA,NA,"Elvio Cogno 2009 Anas-Cëtta Nascetta (Langhe)","Nascetta","Elvio Cogno","2",2
"335",82976,"US","You'll find some good cherry, vanilla, cola and sandalwood flavors in this dry Pinot Noir. It's on the light side, but is modest in alcohol, with an elegant mouthfeel.",NA,86,25,"California","Sonoma County","Sonoma",NA,NA,"Goyette 2010 Pinot Noir (Sonoma County)","Pinot Noir","Goyette","1",1.5
"336",103198,"Italy","Fragrant and structured, this opens with aromas of wild berry, menthol, leather, tilled soil and aromatic herbs. The palate doles out wild cherry, fleshy black raspberry, cinnamon, white pepper and anise. Bracing tannins and racy acidity give it an ageworthy structure, but don't attempt this until after 2020.","Sarmassa",93,67,"Piedmont","Barolo",NA,"Kerin O’Keefe","@kerinokeefe","Brezza 2011 Sarmassa  (Barolo)","Nebbiolo","Brezza","4",3.25
"337",117800,"France","This wood-aged wine is rich and full. Its intense fruits are balanced by subtle wood flavors and a tight texture. Named after the Romans who were the first to plant vines in Sancerre, this is a concentrated wine that will repay some aging. Drink from 2019.","Les Romains",92,65,"Loire Valley","Sancerre",NA,"Roger Voss","@vossroger","Domaine Vacheron 2015 Les Romains  (Sancerre)","Sauvignon Blanc","Domaine Vacheron","3",3
"338",21635,"Austria","Funky flowers and dandelion fringe the citrus core of this rounded but precise Riesling. They hint at a ripe core of stone fruit that vies for attention with zesty acidity.","Engelsberg",89,24,"Traisental",NA,NA,"Anne Krebiehl MW","@AnneInVino","Markus Huber 2013 Engelsberg Riesling (Traisental)","Riesling","Markus Huber","2",2.25
"339",110210,"Italy","Here's an exceedingly friendly and approachable Barbera d'Asti Superiore with compact and clean aromas of mineral, tart fruit, hazelnuts and wild mushroom. The mouthfeel is fresh and there's a touch of sweetness here that offsets the sharpness of the natural acidity.","Martinette",87,14,"Piedmont","Barbera d'Asti Superiore",NA,NA,NA,"Alfonso Boeri 2007 Martinette  (Barbera d'Asti Superiore)","Barbera","Alfonso Boeri","2",1.75
"340",123312,"Spain","This dark-colored, extracted Priorat smells largely of oak and mint on top of lightly herbal, green-leaning plum and currant. The palate is wiry, with citric acidity that creates tartness to go with monotone red-fruit flavors. Rough, tough and crisp on the finish, with tomatoey acidity and hard tannins.","Gotes del Priorat",86,23,"Catalonia","Priorat",NA,"Michael Schachner","@wineschach","Portal del Priorat 2014 Gotes del Priorat Grenache-Carignan (Priorat)","Grenache-Carignan","Portal del Priorat","1",1.5
"341",22818,"New Zealand","Hints of struck flint and white currant lead the way, followed by herbal, currant-like flavors and notes of fresh fig. This is medium-bodied, but with hints of creaminess to its texture and a long, wet-stone finish.","Estate Grown",91,20,"Marlborough",NA,NA,"Joe Czerwinski","@JoeCz","Omaka Springs 2014 Estate Grown Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Omaka Springs","3",2.75
"342",5617,"Italy","A long oak regime (36 months in barrel) helps cement this Amarone's tones of barbecue sauce, cola, savory spice and dark fruit. The wine shows a ripe, chewy quality with loads of masculine power and intensity.","Zovo",88,47,"Veneto","Amarone della Valpolicella",NA,NA,NA,"Zanoni 2006 Zovo  (Amarone della Valpolicella)","Corvina, Rondinella, Molinara","Zanoni","2",2
"343",90836,"New Zealand","A relatively new producer in the Bendigo region of Central Otago, this wine won big at the annual Air New Zealand Wine Awards and it's easy to see why. Lovely black cherry aromas and flavors are touched with hints of herbs and spice, while the mouthfeel is rich and velvety. Finishes long, with hints of vanilla and spice.",NA,91,45,"Central Otago",NA,NA,"Joe Czerwinski","@JoeCz","Lamont 2005 Pinot Noir (Central Otago)","Pinot Noir","Lamont","3",2.75
"344",18785,"France","Bright and fresh, this is a totally fruity wine with a more serious edge at the end. Red cherries push through the crisp acidity that offers a zingy texture. The touch of minerality in the 40-year-old vines from the Chapoly vineyard granite soil gives an austere, structured aftertaste.",NA,88,15,"Beaujolais","Beaujolais-Villages",NA,"Roger Voss","@vossroger","Domaine Bertrand 2014  Beaujolais-Villages","Gamay","Domaine Bertrand","2",2
"345",53749,"Australia","Like 2005, 2015 looks to be an outstanding vintage for South Australia Riesling. This one, from two high-altitude vineyards, boasts incredible acid tension to go along with its relatively light body. Lemon and lime notes mingle with wet stone, finishing long and with great intensity. Drink now–2025.",NA,91,21,"South Australia","Eden Valley",NA,"Joe Czerwinski","@JoeCz","Hentley Farm 2015 Riesling (Eden Valley)","Riesling","Hentley Farm","3",2.75
"346",54794,"US","Tight and nervous now, with edgy acidity. The oak is strong and unintegrated, while the apricot, orange and peach fruit stands by itself, primary and powerful. It's a fine, complex wine, but needs time. Give it three to four years in the cellar.","Ritchie Vineyard",92,40,"California","Russian River Valley","Sonoma",NA,NA,"Bjornstad 2009 Ritchie Vineyard Chardonnay (Russian River Valley)","Chardonnay","Bjornstad","3",3
"347",107139,"Austria","Fresh redcurrant flavors peek through subtle French oak tones, all balanced nicely by bright acidity. Lighter-bodied and toned, this will be perfect for starters or light lunches.","Haidegrund",86,36,"Niederösterreich",NA,NA,"Anne Krebiehl MW","@AnneInVino","Schloss Gobelsburg 2011 Haidegrund St. Laurent (Niederösterreich)","St. Laurent","Schloss Gobelsburg","1",1.5
"348",59678,"US","This satisfyingly full-bodied, dense wine offers a wealth of baked strawberry complemented by a fistful of clove, cinnamon and Asian five-spice. The tannins are firm and supported by moderate acidity, while strong elements of forest floor and sautéed mushroom add to the savory nature of it all.","Chenoweth Vineyard",92,50,"California","Green Valley","Sonoma","Virginie Boone","@vboone","Ziata 2013 Chenoweth Vineyard Pinot Noir (Green Valley)","Pinot Noir","Ziata","3",3
"349",13749,"US","Briary berry flavors highlight this estate-grown Malbec. It's flecked with pepper throughout a medium-length finish.",NA,88,30,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Gamache 2009 Malbec (Columbia Valley (WA))","Malbec","Gamache","2",2
"350",33216,"Italy","This ready-to-drink wine opens with berry and plum aromas layered with subtle oak. The palate is smooth and round, with blackberry, mocha, white pepper and mint flavors alongside polished tannins.","Gaudio",86,24,"Central Italy","Umbria",NA,"Kerin O’Keefe","@kerinokeefe","Tenuta Le Velette 2009 Gaudio Merlot (Umbria)","Merlot","Tenuta Le Velette","1",1.5
